Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qalb_Response
Urdu,Accepting & Rejecting Compliments,کزن,کزن,Low,Informal,Defensive Rejection,Negative,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,ایک خاندانی تقریب کے بعد کزن آپ کی تعریف کر رہا ہے۔,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔,ہاہا، شکریہ! اب تو لگ رہا ہے مفت کا معاملہ ہو گیا
Urdu,Accepting & Rejecting Compliments,ساتھی,ساتھی,Medium,Formal,Defensive Professional response,Negative,آج کی پریزنٹیشن کافی متاثر کن تھی۔,ایک ساتھی میٹنگ کے بعد آپ کی پریزنٹیشن کی تعریف کر رہا ہے، لیکن آپ اس تعریف کو پوری طرح قبول نہیں کر رہے۔,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔,نہیں یار، بس شکیل کی اچھی پریزنٹیشن کا بہت شکریہ۔ آپ کی محنت دیک
Urdu,Apologies for Mistakes,استاد,طالب علم,Medium,Formal,Respectful apology,Positive,تم نے اسائنمنٹ وقت پر جمع نہیں کرائی۔,استاد آپ کی اسائنمنٹ دیر سے جمع ہونے کی نشاندہی کر رہے ہیں۔,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔,سر، معذرت چاہتا ہوں، میری کوتاہی تھی۔ آئندہ میں ضرور وقت
Urdu,Apologies for Mistakes,افسر,ملازم,High,Formal,Professional apology,Neutral,رپورٹ میں ایک اہم غلطی رہ گئی ہے۔,افسر آپ کی تیار کردہ رپورٹ میں موجود غلطی کی نشاندہی کر رہا ہے۔,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔,جی سر، یہ میری کوتاہی تھی۔ آئندہ میں ایسی غلطی دوبارہ نہی�
Urdu,Apologies for Mistakes,والد,"بیٹا
",High,Formal,Obedient apology,Positive,میں نے تمہیں پہلے ہی سمجھایا تھا۔,والد آپ کی ایک غلطی پر ناراضی کا اظہار کر رہے ہیں۔,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔,ابو، میں سوری، مجھ سے یہ غلطی معذرت چاہتا ہوں۔ آپ کی نشاند
Urdu,Apologies for Mistakes,والدہ,بیٹی,High,Informal,Affectionate apology,Positive,میں تمہارا کب سے انتظار کر رہی تھی۔,والدہ آپ کے دیر سے گھر پہنچنے پر اپنی پریشانی کا اظہار کر رہی ہیں۔,معاف کر دیں امی، مجھے آنے میں دیر ہو گئی، آئندہ وقت کا زیادہ خیال رکھوں گی۔,ابو، معذرت چاہتی ہوں، میرا دھیان نہیں رہا۔ سوری کا
Urdu,Apologies for Mistakes,دوست,دوست,Low,Informal,Casual apology,Neutral,یار، تم میرا کام کرنا بھول گئے تھے۔,آپ کا دوست اس کام کا ذکر کر رہا ہے جو آپ اس کے لیے کرنا بھول گئے تھے۔,سوری یار، یہ واقعی میری غلطی تھی، آئندہ یاد رکھوں گا۔,"حاہا، بس یاد آیا۔ شکریہ! ابھی مکمل کر دیتا ہوں۔
ضرور یار، مع"
Urdu,Apologies for Mistakes,دوست,دوست,Low,Informal,Defensive apology,Negative,یار، تمہاری وجہ سے مجھے کافی دیر انتظار کرنا پڑا۔,آپ کا دوست تاخیر کی وجہ سے اپنی ناراضی کا اظہار کر رہا ہے۔,معاف کرنا یار، میری وجہ سے دیر ہوئی، لیکن راستے میں بہت ٹریفک تھی۔,شکریہ یار، اس غلطی پر میں دل سے معذرت خواہ ہوں۔ یہ میری کوت
Urdu,Apologies for Mistakes,جونیئر,سینئر,Medium,Formal,Authoritative apology,Negative,سر، آپ نے سب کے سامنے مجھ سے بہت سخت لہجے میں بات کی تھی۔,آپ اپنے سینئر کے سخت رویے پر ناراضی کا اظہار کر رہے ہیں۔,اگر میری بات سے آپ کو برا لگا ہو تو میں معذرت چاہتا ہوں، میرا مقصد صرف کام کی نشاندہی کرنا تھا۔,دعوت کا شکریہ، مگر آپ کو یہ سمجھنا چاہیے تھا کہ اس معاملے پر
Urdu,Apologies for Mistakes,سینئر,جونیئر,High,Formal,Deferential apology,Positive,آپ نے یہ کام ہدایات کے مطابق مکمل نہیں کیا۔,سینئر آپ کے کام میں موجود خامی کی طرف توجہ دلا رہا ہے۔,معذرت سر، مجھ سے غلطی ہو گئی، میں اسے فوراً درست کر دیتا ہوں۔,جی سر، یہ میری کوتاہی تھی۔ آپ کی نشاندہی کا شکریہ، میں ابھی اس�
Urdu,Apologies for Mistakes,ساتھی,ساتھی,Medium,Formal,Professional regret,Neutral,فائل غلط فولڈر میں بھیج دی گئی تھی، جس کی وجہ سے تاخیر ہوئی۔,آپ کا ساتھی فائل کی غلط جگہ منتقلی کی وجہ سے پیدا ہونے والے مسئلے کی نشاندہی کر رہا ہے۔,معذرت، یہ غلطی مجھ سے ہوئی تھی، میں آئندہ زیادہ احتیاط کروں گا۔,نہیں یار، اس غلطی پر معذرت چاہتا ہوں۔ آئندہ میں ایسی
Urdu,Apologies for Mistakes,کزن,کزن,Low,Informal,Friendly apology,Positive,یار، مجھے کافی دیر تمہارا انتظار کرنا پڑا۔,آپ کا کزن آپ کے دیر سے پہنچنے کا ذکر کر رہا ہے۔,معاف کرنا یار، راستے میں کچھ دیر ہو گئی، تمہیں انتظار کروانا نہیں چاہتا تھا۔,ہاہا، سوری! اب تو لگ رہا ہے مفت کا ٹیکسی Ride چلا لوں۔
Urdu,Apologies for Mistakes,استاد,طالب علم,Medium,Formal,Corrective apology,Neutral,تم آج کلاس میں دیر سے آئے ہو۔,استاد آپ کے دیر سے آنے کی نشاندہی کر رہے ہیں۔,میں معذرت چاہتا ہوں، آئندہ وقت کا خیال رکھوں گا۔,جی سر، یہ میری کوتاہی تھی۔ آئندہ میں ضرور شکر گزار ہوں گا
Urdu,Apologies for Mistakes,والد,بیٹا,High,Formal,Harsh correction,Negative,میں نے تمہیں پہلے ہی منع کیا تھا۔,والد آپ کو کسی ایسی حرکت پر ڈانٹ رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,معاف کر دیں ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,ابّا جان، میں سوری کرنا چاہتا تھا، مگر آپ کی بات آ گئی۔ آپ کی نشاندہی کا
Urdu,Apologies for Mistakes,دوست,دوست,Low,Informal,Defensive Apology,Negative,تم نے میرے میسج کا جواب اتنی دیر سے دیا۔,آپ کا دوست آپ سے پیغام کا دیر سے جواب دینے پر ناراضی کا اظہار کر رہا ہے۔,معذرت، مگر میں بھی اپنے کاموں میں مصروف تھا۔,سر، معذرت چاہتا ہوں، میری کوتاہی تھی۔ یہ میرا دھیان ن�
Urdu,Apologies for Mistakes,بزرگ رشتہ دار,نوجوان,High,Formal,Respectful regret,Neutral,تمہیں بات کرنے کا طریقہ نہیں ہے کہ بڑوں سے کیسے بات کرتے ہیں۔,ایک بزرگ رشتہ دار آپ کے رویے پر ناراضی کا اظہار کر رہا ہے اور آپ کے اندازِ گفتگو کی نشاندہی کر رہا ہے۔,معاف کیجیے، اگر میری بات سے بے ادبی محسوس ہوئی ہو، آئندہ خیال رکھوں گا۔,آپ کو زحمت ہوگی، میں اس معاملے پر مزید بحث نہیں چاہتا۔ برا�
Urdu,Apologies for Mistakes,ساتھی,ساتھی,Medium,Formal,Minimal apology,Negative,آپ کی اس غلطی کی وجہ سے کام میں تاخیر ہوئی ہے۔,آپ کا ساتھی کام میں ہونے والی ایک معمولی لیکن اثر انداز غلطی کی نشاندہی کر رہا ہے۔,معذرت، آئندہ خیال رکھوں گا۔,نہیں یار، بس معذرت چاہتا ہوں۔ آئندہ میں ایسی غلطیا�
Urdu,Health Enquiry,دوست,دوست,Low,Informal,Caring enquiry,Positive,یار، طبیعت اب کیسی ہے؟ سنا تھا تم بیمار تھے۔,آپ بیماری کے بعد اپنے دوست کی خیریت دریافت کر رہے ہیں۔,الحمدللہ، اب پہلے سے کافی بہتر ہوں، تمہاری فکر کا شکریہ۔,اب کافی بہتر ہوں یار، میری فکر کرنے کا بہت شکریہ۔ بس تھو�
Urdu,Health Enquiry,دوست,دوست,Low,Informal,Casual check,Neutral,یار، طبیعت اب ٹھیک ہے نا؟,آپ اپنے دوست کی خیریت دریافت کر رہے ہیں جو حال ہی میں طبیعت خراب ہونے کی وجہ سے پریشان تھا۔,ہاں یار، اب کافی بہتر ہوں، بس تھوڑی کمزوری ہے۔,"جی یار، اب کافی بہتر ہوں۔ میری فکر کرنے کا بہت شکریہ۔
ب"
Urdu,Health Enquiry,والد,بیٹا,High,Formal,Concerned enquiry,Positive,بیٹا، اب طبیعت کیسی ہے؟ میں تمہارے بارے میں فکر مند تھا۔,والد آپ کی بیماری کے بعد آپ کی خیریت دریافت کر رہے ہیں۔,جی ابو، اللہ کا شکر ہے، اب کافی بہتر ہوں، آپ کی فکر کا شکریہ۔,اب کافی بہتر ہوں یار، بس تھوڑا آرام کر رہا ہوں۔ میری فکر
Urdu,Health Enquiry,والدہ,بیٹی,High,Informal,Maternal concern,Positive,بیٹا، اب طبیعت ٹھیک ہے نا؟ میں تمہارے لیے پریشان تھی۔,والدہ بیماری کے بعد آپ کی خیریت دریافت کر رہی ہیں۔,جی امی، اب کافی بہتر ہوں، آپ فکر نہ کریں ۔,جی امی، اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا بہت شک
Urdu,Health Enquiry,بزرگ رشتہ دار,نوجوان,High,Formal,Respectful enquiry,Positive,بیٹا، اب صحت کیسی ہے؟ سب خیریت تو ہے؟,ایک بزرگ رشتہ دار آپ کی صحت کے بارے میں فکر مندی سے پوچھ رہے ہیں۔,جی الحمدللہ، سب خیریت ہے، آپ کی دعاؤں کا بہت شکریہ۔,جی ابو، اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا بہت شکری
Urdu,Health Enquiry,پڑوسی,پڑوسی,Medium,Formal,Polite enquiry,Neutral,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,ایک پڑوسی آپ کی خیریت دریافت کر رہا ہے کیونکہ وہ آپ کی بیماری کے بارے میں سن چکا ہے۔,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔,جی بالکل ٹھیک ہوں، میری فکر کرنے کا بہت شکریہ۔ بس تھوڑا
Urdu,Health Enquiry,استاد,طالب علم,Medium,Formal,Professional concern,Neutral,کیا اب طبیعت سنبھل گئی ہے؟,استاد بیماری کی وجہ سے غیر حاضری پر آپ کی خیریت دریافت کر رہے ہیں۔,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔,جی سر، اب کافی بہتر ہوں۔ میری فکر کرنے کا بہت شکریہ۔ ان شاء
Urdu,Health Enquiry,دوست,دوست,Low,Informal,Teasing enquiry,Negative,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,دوست مذاق اور شکوک بھرے انداز میں آپ کی بیماری کے بارے میں پوچھ رہا ہے۔,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔,جی یار، ابھی تک ڈرامہ چل رہا ہے۔ بس تھوڑا آرام کر رہ
Urdu,Health Enquiry,سینئر,جونیئر,High,Formal,Duty-focused enquiry,Neutral,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,سینئر بیماری کے بعد آپ کی صحت اور کام کی صلاحیت کے بارے میں پوچھ رہا ہے۔,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔,جی، اب کافی بہتر ہوں۔ براہِ کرم میں معمول کے مطابق کام کر لوں گی،
Urdu,Health Enquiry,ساس,بہو,High,Formal,Household concern,Positive,بیٹا، اب کمزوری تو نہیں؟,ساس بیماری کے بعد  آپ کی کی خیریت دریافت کر رہی ہیں۔,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔,ابھی تک سب ٹھیک ہے امی، بس تھوڑا سا زحمت ہو رہی ہ
Urdu,Health Enquiry,دوست,دوست,Low,Informal,Dismissive enquiry,Negative,اب بھی طبیعت کا بہانہ چل رہا ہے؟,آپ کا دوست آپ کی بیماری کو سنجیدگی سے نہیں لے رہا اور طنزیہ انداز میں بات کر رہا ہے۔,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔,اب بھی یہی بہانہ چلا رہے ہو؟ تمہاری فکر کرنا پڑے گی،
Urdu,Health Enquiry,بزرگ,نوجوان,High,Formal,Advisory concern,Neutral,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,ایک بزرگ آپ کی صحت یابی کے بارے میں فکر مندی کا اظہار کرتے ہوئے دوائی باقاعدگی سے لینے کی تلقین کر رہے ہیں۔,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔,"جی ابو، میں ضرور دیکھوں گا۔ آپ کی فکر کا شکریہ۔

سر، اب تو بس یاد رہ گی"
Urdu,Health Enquiry,ساتھی,ساتھی,Medium,Formal,Professional check-in,Negative,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,ایک ساتھی آپ کی بیماری کے اثرات کے بارے میں پوچھ رہا ہے۔,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔,نہیں یار، بس تھوڑا سا اثر ہوا، اب کافی بہتر ہوں۔ تم
Urdu,Health Enquiry,کزن,کزن,Low,Informal,Friendly concern,Negative,اب کیسا محسوس کر رہے ہو؟,آپ کا کزن بیماری کے بعد آپ کی خیریت دریافت کر رہا ہے۔,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔,اب کافی بہتر ہوں یار، میری فکر کرنے کا بہت شکریہ۔ بس تھو�
Urdu,Health Enquiry,دوست,دوست,Low,Informal,Impatient enquiry,Negative,آخر کب تک بیمار رہنے کا ارادہ ہے؟,دوست بے صبری اور ہلکے طنزیہ انداز میں آپ کی صحت کے بارے میں پوچھ رہا ہے۔,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔,آخر یار، ابھی آگے میں مکمل طور پر ٹھیک ہو جاؤں گا۔ تمہاری فکر
Urdu,Giving Orders & Commands,والد,بیٹا,High,Formal,Authoritative command,Neutral,یہ کام ابھی مکمل کرو۔,والد آپ کو ایک ضروری کام فوراً مکمل کرنے کی ہدایت دے رہے ہیں۔,جی ابو، ابھی کر دیتا ہوں۔,جی ابو، ابھی مکمل کر دیتا ہوں۔ اگر اور بھی کچھ چاہیے ہو
Urdu,Giving Orders & Commands,والدہ,بیٹی,High,Informal,Household instruction,Positive,کچن صاف کر دو۔,والدہ گھر کے کام کے سلسلے میں آپ کو کچن صاف کرنے کی ہدایت دے رہی ہیں۔,جی امی، ابھی کچن صاف کر دیتی ہوں۔,جی امی، ابھی صاف کر دیتی ہوں۔ اگر اور بھی کہیں میں آپ کی مدد چ
Urdu,Giving Orders & Commands,استاد,طالب علم,Medium,Formal,Academic directive,Neutral,یہ سوال بورڈ پر حل کرو۔,استاد کلاس میں آپ کو بورڈ پر سوال حل کرنے کی ہدایت دے رہے ہیں۔,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔,جی سر، میں ابھی حل کر دیتا ہوں۔ آپ دیکھیے گا، اگر میں غلط تھ
Urdu,Giving Orders & Commands,افسر,ملازم,High,Formal,Professional order,Neutral,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,افسرآپ کو ایک اہم رپورٹ وقت پر جمع کرانے کی ہدایت دے رہا ہے۔,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔,جی سر، میں آج ہی رپورٹ مکمل کر کے جمع کر دوں گا۔ اگر اور بھی کچھ
Urdu,Giving Orders & Commands,دوست,دوست,Low,Informal,Friendly directive,Positive,یار، ذرا وہ فائل مجھے پکڑا دو۔,آپ دونوں ایک ساتھ کام کر رہے ہیں اور آپ کا دوست آپ سے فائل مانگ رہا ہے۔,بالکل، میں ابھی دے دیتا ہوں۔,"ٹھیک ہے، یار، ابھی پکڑ لوں گا۔ شکریہ۔

سر، ابھی پک"
Urdu,Giving Orders & Commands,دوست,دوست,Low,Informal,Pushy command,Negative,بس چپ ہو جاؤ اور میری بات سنو۔,آپ کا دوست غصے یا جھنجھلاہٹ میں آپ کو خاموش رہنے کا کہہ رہا ہے۔,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔,شکریہ، ابھی میں سونے جا رہا ہوں، اگر کوئی اور مسئلہ آ گیا
Urdu,Giving Orders & Commands,سینئر,جونیئر,High,Formal,Hierarchical command,Neutral,میٹنگ کے نوٹس فوراً بھیج دو۔,سینئر آپ سے میٹنگ کی دستاویزات جلد از جلد شیئر کرنے کا کہہ رہا ہے۔,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔,جی سر، ابھی میٹنگ کے نوٹس بھیج دیتا ہوں۔ اگر اور بھی کچھ چ
Urdu,Giving Orders & Commands,سینئر,جونیئر,High,Formal,Harsh order,Negative,یہ کام دوبارہ کرنا پڑے گا۔,سینئر کام کے معیار سے مطمئن نہیں ہے اور  آپ کو اسے دوبارہ کرنے کا حکم دے رہا ہے۔,جی سر، میں اسے دوبارہ کر دیتا ہوں۔,جی سر، میں دوبارہ کام مکمل کر دیتا ہوں۔ یہ غلطی میری کوتاہی تھ
Urdu,Giving Orders & Commands,چچا,بھتیجا,High,Formal,Family authority,Positive,یہ سامان اندر رکھ دو۔,چچا گھر کے کام میں آپ سے مدد لے رہے ہیں۔,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔,جی چچا جان، ابھی رکھ دیتا ہوں۔ اگر اور بھی کچھ چاہیے
Urdu,Giving Orders & Commands,ساس,بہو,High,Formal,Household control,Neutral,آج کھانا وقت پر تیار ہونا چاہیے۔,ساس گھر کے کام کاج کے حوالے سے آپ کو ہدایت دے رہی ہیں۔,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔,"جی امی، میں یاد رکھونگی، ابھی کھانا تیار کر دوں گی۔
ٹھیک ہے بیٹ"
Urdu,Giving Orders & Commands,بزرگ,نوجوان,High,Formal,Community instruction,Positive,دروازہ بند کر دو۔,ایک بزرگ آپ کو ایک معمولی کام انجام دینے کی ہدایت دے رہے ہیں۔,جی، ابھی دروازہ بند کر دیتا ہوں۔,جی سر، ابھی بند کر دیتا ہوں۔ براہِ کرم معذرت چاہتا ہوں
Urdu,Giving Orders & Commands,دوست,دوست,Low,Informal,Dismissive order,Negative,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,آپ نے اپنے دوست سے مدد مانگی تھی، لیکن اس نے بے رخی سے جواب دیا۔,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔,شکریہ، بس خود ہی کام مکمل کر لوں گا، تمہارا بہت شکریہ۔ اگر اور کوئ
Urdu,Giving Orders & Commands,استاد,طالب علم,Medium,Formal,Strict discipline,Negative,خاموش رہو۔,استاد کلاس میں نظم و ضبط برقرار رکھنے کے لیے ایک طالب علم کو سختی سے خاموش رہنے کا کہہ رہے ہیں۔,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔,جی سر، ابھی آئندہ میں خاموش رہونگا۔ معذرت چاہتا ہوں، ی
Urdu,Giving Orders & Commands,ساتھی,ساتھی,Medium,Formal,Task assignment,Positive,آپ یہ حصہ سنبھال لیں۔,ایک ساتھی مشترکہ کام کی تقسیم کرتے ہوئے آپ کو ایک مخصوص حصہ سنبھالنے کی ذمہ داری دے رہا ہے۔,ضرور، میں یہ کام سنبھال لیتا ہوں۔,ٹھیک ہے، میں یہ حصہ سنبھال لیتا ہوں۔ اگر تمہاری کسی دیگر
Urdu,Giving Orders & Commands,بھائی,بہن,Medium,Informal,Protective instruction,Negative,ابھی باہر مت جاؤ۔,بھائی حفاظت کے پیش نظر آپ کو باہر جانے سے روک رہا ہے۔,اچھا، نہیں جاتی، لیکن مجھے جانا ضروری تھا۔,وہ، بس کام مکمل کر لوں، پھر آؤں گا۔ تمہاری فکر کرنے کا بہت شک
Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Warm thanks,Positive,یار، میں نے آج  تمہارا کام مکمل کر دیا۔,آپ کے دوست نے اپنی مصروفیات کے باوجود آپ کی مدد کے لیے وقت نکالا ہے۔,یار، تمہارا دل سے شکریہ، تم نے واقعی میرے لیے بہت وقت نکالا۔,بہت شکریہ یار، تمہاری بہت مہربانی۔ اب میرا کام مکمل ہو گیا
Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Casual thanks,Neutral,میں تمہارے لیے نوٹس لے آیا ہوں۔,آپ کا دوست آپ کی غیر موجودگی میں آپ کے لیے نوٹس لے آیا ہے۔,بہت شکریہ یار، تم نے میری بڑی مدد کر دی۔,"بہت شکریہ! کیا کوئی اور ضروری بات ہو؟

سر، بس یہی تھی۔ آپ کو ی"
Urdu,Expressing Gratitude,والد,بیٹا,High,Formal,Respectful gratitude,Positive,میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہوں۔,آپ کے والد نے آپ کا ایک ضروری کام مکمل کر دیا ہے۔,بہت شکریہ ابو، آپ نے میری بڑی مشکل آسان کر دی۔,ابّا جان، میں سارا دن مصروف رہا، اس لیے آپ کا یہی کام مکمل ہونے پر مجھ
Urdu,Expressing Gratitude,والدہ,بیٹی,High,Informal,Affectionate thanks,Positive,بیٹا، میں کل رات تمہارے پاس ہی تھی تاکہ تمہیں کسی چیز کی ضرورت نہ ہو۔,والدہ بیماری کے دوران آپ کی دیکھ بھال کے لیے جاگتی رہی ہیں۔,امی، آپ کا بہت شکریہ، آپ نے میرا بہت خیال رکھا۔,ابّا جان، آپ کی فکر کرنے کا بہت شکریہ، مگر ابھی صرف ایک دن باقی ہے، می
Urdu,Expressing Gratitude,استاد,طالب علم,Medium,Formal,Humble gratitude,Positive,امید ہے اب تمہیں یہ موضوع اچھی طرح سمجھ آ گیا ہوگا۔,استاد نے آپ کی تعلیمی مدد کے لیے اضافی وقت دیا ہے۔,سر، آپ کا بہت شکریہ، آپ کی مدد سے مجھے یہ موضوع اچھی طرح سمجھ آ گیا۔,جی سر، اب میں اس موضوع کو بہتر طور پر سمجھتا ہوں۔ آپ کی رہنمائی کا بہ
Urdu,Expressing Gratitude,طالب علم,استاد,High,Formal,Formal thanks,Neutral,اگر تمہیں مزید کچھ پوچھنا ہو تو تم میرے دفتر آ سکتے ہو۔,استاد نے آپ کو اضافی رہنمائی اور مشورے دیے ہیں اور مزید مدد کی پیشکش کر رہے ہیں۔,سر، آپ کی رہنمائی اور تعاون کا بہت شکریہ۔,بہت شکریہ سر، بس یہی کام مکمل ہو گیا ہے۔ آپ کی رہنمائی کا
Urdu,Expressing Gratitude,پڑوسی,پڑوسی,Medium,Formal,Polite thanks,Positive,مجھے خوشی ہے کہ میں وقت پر آپ کی مدد کر سکا۔,آپ کے پڑوسی نے ضرورت کے وقت آپ کی مدد کی ہے۔,آپ کا بہت شکریہ، آپ کی بروقت مدد میرے بہت کام آئی۔,بہت شکریہ! آپ کی مدد سے میرا کام بہت آسان ہو گیا۔ اگر مستقبل میں
Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Overdone thanks,Negative,یہ لو، میں نے تمہاری اسائنمنٹ کر دی تھی۔,آپ کے دوست نے آپ کی اسائنمنٹ مکمل کر دی کیونکہ آپ گھر کے ایک ضروری کام میں مصروف تھے۔,یار، تمہارا بہت شکریہ، ورنہ مجھے اس کی بہت ٹینشن تھی۔,بہت شکریہ! ابھی آئندہ کی تیاری کرتا ہوں۔ اگر اور بھی کسی چیز کی
Urdu,Expressing Gratitude,سینئر,جونیئر,High,Formal,Acknowledgment,Neutral,آپ نے بہت محنت کی ہے، جو صاف نظر آ رہی ہے۔,سینئر آپ کی کارکردگی اور محنت کو سراہ رہے ہیں۔,شکریہ سر۔ یہ سب آپ کی رہنمائی کا نتیجہ ہے۔,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی اور رہنمائی کا نتیجہ ہے
Urdu,Expressing Gratitude,بزرگ رشتہ دار,نوجوان,High,Formal,Traditional gratitude,Neutral,میں ہمیشہ تمہاری کامیابی اور بھلائی کے لیے دعا کرتا ہوں۔,ایک بزرگ رشتہ دار محبت اور خیر خواہی کے ساتھ آپ کے لیے دعائیں کرتے ہیں۔,اللہ آپ کو جزائے خیر دے، آپ کی دعائیں میرے لیے بہت قیمتی ہیں۔,بہت شکریہ سر، میری زندگی میں آپ کی دعائیں ہمیشہ سے میرے لیے ب
Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Teasing thanks,Neutral,یہ لو، میں تمہارے لیے چائے بھی لے آیا ہوں۔,آپ کے دوست نے مذاق اور دوستانہ انداز میں آپ کی ایک چھوٹی سی مدد کی ہے۔,واہ جناب، آج تو بڑے مہربان لگ رہے ہیں، شکریہ!,ہاہا، شکریہ! چائے لے آئے جانے پر تمہاری بہت مہربانی
Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Reluctant thanks,Negative,آخرکار تمہارا کام کر ہی آیا ہوں۔,آپ کے دوست نے مدد کی ہے، لیکن کافی تاخیر اور ہچکچاہٹ کے بعد۔,ٹھیک ہے یار، شکریہ، لیکن مجھے کافی انتظار کرنا پڑا۔,ابلاگت کرنے پر تمہاری بہت مہربانی۔ چلو، آئندہ میں ضرور ساتھ
Urdu,Expressing Gratitude,افسر,ملازم,High,Formal,Professional appreciation,Negative,اس بار میں نے آپ کی غلطی کے باوجود معاملہ انتظامیہ تک نہیں جانے دیا۔,آپ سے کام میں ایک سنگین غلطی ہوئی تھی، لیکن افسر نے آپ کو ایک اور موقع دیا اور معاملہ مزید آگے نہیں بڑھایا۔,بہت شکریہ سر، میں آپ کے اعتماد اور تعاون کی قدر کرتا ہوں، آئندہ ایسی غلطی نہیں ہوگی۔,بہت شکریہ سر، یہ میری کوتاہی تھی۔ آپ کی مہربانی پر میں دھیان ر
Urdu,Expressing Gratitude,ساتھی,ساتھی,Medium,Formal,Workplace thanks,Negative,میں نے آپ کا کام بھی مکمل کر دیا تھا۔,آپ طبیعت کی خرابی کی وجہ سے ایک دن دفتر نہیں جا سکے، تو آپ کے ساتھی نے آپ کا کام مکمل کر دیا۔,آپ کا بے حد شکریہ آپ نے واقعی میں میری بہت مدد کی۔,بہت شکریہ! اگر اور بھی کچھ چاہیے ہو تو بتا دیجیے گا۔
Urdu,Expressing Gratitude,بھائی,بہن,Medium,Informal,Familial gratitude,Negative,میں نے گھر کے سارے کام سنبھال لیے تھے تاکہ تم آرام کر سکو۔,آپ کی طبیعت خراب تھی اور آپ کی بہن نے آپ کی ذمہ داریاں سنبھال لیں۔,بہت شکریہ، تم نے میری بہت بڑی پریشانی کم کر دی۔,باجی، ابھی تک تمہارا بہت شکریہ۔ میری فکر کرنے کا بہت شکریہ،
Urdu,Negotiating Favors,دوست,دوست,Low,Informal,Friendly negotiation,Positive,یار، اگر ضرورت ہو تو میں تمہاری مدد کر دیتا ہوں۔,آپ کا دوست آپ کی مدد کی پیشکش کر رہا ہے کیونکہ آپ کسی اور کام میں مصروف ہیں۔,ارے نہیں یار، تم کیوں زحمت کرو گے، لیکن تمہاری پیشکش کا بہت شکریہ۔,نہیں یار، شکریہ! بس یہ کام مکمل ہو گیا ہے، تمہارا بہ
